"Table S3. Molecular formulas, point group symmetry, and common organic functional groups for the molecules in the GDB9-W1-F12 database. ",,,,Carbonyls,Hydroxyl,Ester (cyclic or acyclic),Nitrogens w/o hydrogens,,,Carbons w/o hydrogens,,,,,
dsgdb9nsd_001800,C5H8O2,7,C1,1,0,1,0,0,0,2,0,1,2,0,
dsgdb9nsd_001801,C5H8O2,7,C1,1,1,0,0,0,0,2,0,2,1,0,
dsgdb9nsd_001802,C5H9NO,7,C1,1,0,0,0,0,1,2,0,2,1,0,
dsgdb9nsd_001803,C4H8N2O,7,C1,1,0,0,0,1,1,2,0,1,1,0,
dsgdb9nsd_001804,C4H7NO2,7,C1,1,0,1,0,0,1,2,0,1,1,0,
dsgdb9nsd_001805,C4H7NO2,7,C1,1,1,0,0,0,1,2,0,2,0,0,
dsgdb9nsd_001806,C4H7NO2,7,C1,1,1,0,0,0,1,2,0,2,0,0,
dsgdb9nsd_001819,C4H4N2O,7,C1,1,0,0,0,2,0,2,2,0,0,0,
dsgdb9nsd_001821,C5H4O2,7,C1,2,0,0,0,0,0,2,2,1,0,0,
dsgdb9nsd_001822,C4H3NO2,7,C2V,2,0,0,0,1,0,2,2,0,0,0,
dsgdb9nsd_001824,C4H6N2O,7,C1,1,0,0,0,2,0,2,0,2,0,0,
dsgdb9nsd_001825,C4H5NO2,7,C1,1,0,1,0,1,0,2,0,2,0,0,
dsgdb9nsd_001826,C3H5N3O,7,C1,1,0,0,0,3,0,2,0,1,0,0,
dsgdb9nsd_001827,C3H4N2O2,7,C1,1,0,1,0,2,0,2,0,1,0,0,
dsgdb9nsd_001829,C3H4N2O2,7,C1,1,0,1,0,2,0,2,0,1,0,0,
dsgdb9nsd_001830,C3H3NO3,7,CS,1,0,2,0,1,0,2,0,1,0,0,
dsgdb9nsd_001832,C3H5N3O,7,C1,1,0,0,0,3,0,2,0,1,0,0,
dsgdb9nsd_001833,C5H6O2,7,C1,2,0,0,0,0,0,2,0,3,0,0,
dsgdb9nsd_001834,C4H5NO2,7,C2,2,0,0,0,1,0,2,0,2,0,0,
dsgdb9nsd_001836,C3H4N2O2,7,C1,2,0,0,0,2,0,2,0,1,0,0,
dsgdb9nsd_001837,C5H7NO,7,C1,0,0,1,0,1,0,2,1,1,1,0,
dsgdb9nsd_001838,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_001839,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_001840,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_001841,C4H6N2O,7,C1,0,0,1,0,1,1,2,1,1,0,0,
dsgdb9nsd_001842,C5H7NO,7,C1,1,0,0,0,0,1,2,1,2,0,0,
dsgdb9nsd_001843,C4H6N2O,7,C1,1,0,0,0,1,1,2,1,1,0,0,
dsgdb9nsd_001844,C4H5NO2,7,C1,1,0,1,0,0,1,2,1,1,0,0,
dsgdb9nsd_001845,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_001846,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_001847,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_001848,C4H7N3,7,C1,0,0,0,1,2,0,2,0,1,1,0,
dsgdb9nsd_001849,C4H6N2O,7,C1,1,0,0,1,1,0,2,0,1,1,0,
dsgdb9nsd_001850,C4H5NO2,7,C1,1,0,1,1,0,0,2,0,1,1,0,
dsgdb9nsd_001851,C3H5N3O,7,C1,1,0,0,1,1,1,2,0,1,0,0,
dsgdb9nsd_001852,C6H8O,7,C1,1,0,0,0,0,0,1,3,1,1,0,
dsgdb9nsd_001853,C5H7NO,7,C1,1,0,0,0,1,0,1,3,0,1,0,
dsgdb9nsd_001854,C5H7NO,7,C1,0,0,1,0,1,0,1,3,0,1,0,
dsgdb9nsd_001855,C5H6O2,7,C1,1,0,1,0,0,0,1,3,0,1,0,
dsgdb9nsd_001856,C5H6O2,7,C1,1,1,0,0,0,0,1,3,1,0,0,
dsgdb9nsd_001857,C7H12,7,CS,0,0,0,0,0,0,0,4,1,2,0,
dsgdb9nsd_001858,C6H10O,7,C1,0,1,0,0,0,0,0,4,1,1,0,
dsgdb9nsd_001859,C6H10O,7,C1,0,0,1,0,0,0,0,4,0,2,0,
dsgdb9nsd_001860,C5H8O2,7,CS,0,2,0,0,0,0,0,4,1,0,0,
dsgdb9nsd_001861,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001862,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_001863,C5H9NO,7,C1,0,0,1,1,0,0,1,1,1,2,0,
dsgdb9nsd_001864,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001865,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_001866,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_001867,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_001868,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001869,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_001870,C4H8N2O,7,C1,1,0,0,0,2,0,1,1,1,1,0,
dsgdb9nsd_001871,C4H7NO2,7,C1,1,0,1,0,1,0,1,1,1,1,0,
dsgdb9nsd_001872,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_001873,C4H7NO2,7,C1,0,0,2,0,1,0,1,1,1,1,0,
dsgdb9nsd_001874,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001876,C4H6O3,7,C1,1,0,2,0,0,0,1,1,1,1,0,
dsgdb9nsd_001877,C4H7NO2,7,C1,0,0,2,0,1,0,1,1,1,1,0,
dsgdb9nsd_001878,C4H6O3,7,C1,1,0,2,0,0,0,1,1,1,1,0,
dsgdb9nsd_001879,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_001880,C5H8O2,7,C1,1,1,0,0,0,0,1,1,3,0,0,
dsgdb9nsd_001882,C4H7NO2,7,C1,0,1,1,0,1,0,1,1,2,0,0,
dsgdb9nsd_001883,C4H6O3,7,C1,1,1,1,0,0,0,1,1,2,0,0,
dsgdb9nsd_001884,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001885,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_001886,C5H9NO,7,C1,0,0,1,1,0,0,1,1,1,2,0,
dsgdb9nsd_001887,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_001895,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001896,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_001897,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_001898,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_001899,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001900,C6H11N,7,C1,0,0,0,1,0,0,1,1,2,2,0,
dsgdb9nsd_001901,C5H9NO,7,C1,0,1,0,1,0,0,1,1,2,1,0,
dsgdb9nsd_001902,C5H8O2,7,C1,0,2,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_001903,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_001904,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_001905,C5H7NO,7,C1,0,0,1,0,1,0,2,1,1,1,0,
dsgdb9nsd_001906,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_001907,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_001908,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_001909,C5H7NO,7,C1,1,0,0,1,0,0,2,0,2,1,0,
dsgdb9nsd_001910,C5H6O2,7,C1,1,1,0,0,0,0,2,1,2,0,0,
dsgdb9nsd_001911,C5H9NO,7,C1,0,1,0,0,1,0,1,2,1,1,0,
dsgdb9nsd_001912,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_001913,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001914,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_001915,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_001916,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_001917,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_001918,C5H9NO,7,C1,0,1,0,1,0,0,1,1,2,1,0,
dsgdb9nsd_001919,C5H8O2,7,C1,0,2,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_001920,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_001921,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_001922,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_001923,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_001924,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_001925,C6H10O,7,CS,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_001926,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_001927,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_001928,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_001931,C6H10O,7,C1,0,1,0,0,0,0,2,0,3,1,0,
dsgdb9nsd_001932,C5H8O2,7,C1,0,1,1,0,0,0,2,0,2,1,0,
dsgdb9nsd_001933,C6H11N,7,C1,0,0,0,0,1,0,2,0,2,2,0,
dsgdb9nsd_001934,C6H10O,7,C1,0,0,1,0,0,0,2,0,2,2,0,
dsgdb9nsd_001935,C5H8O2,7,C1,0,2,0,0,0,0,2,0,3,0,0,
dsgdb9nsd_001936,C5H5NO,7,C1,0,0,1,0,1,0,2,2,1,0,0,
dsgdb9nsd_001937,C4H4N2O,7,C1,0,0,1,1,1,0,2,1,1,0,0,
dsgdb9nsd_001938,C6H6O,7,CS,1,0,0,0,0,0,2,2,2,0,0,
dsgdb9nsd_001939,C5H5NO,7,CS,1,0,0,1,0,0,2,1,2,0,0,
dsgdb9nsd_001940,C5H5NO,7,C1,1,0,0,0,1,0,2,2,1,0,0,
dsgdb9nsd_001941,C5H4O2,7,C1,1,0,1,0,0,0,2,2,1,0,0,
dsgdb9nsd_001942,C4H3NO2,7,C1,1,0,1,1,0,0,2,1,1,0,0,
dsgdb9nsd_001943,C4H5NO2,7,C1,1,0,1,0,1,0,1,2,1,0,0,
dsgdb9nsd_001944,C5H6O2,7,C1,2,0,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_001945,C4H5NO2,7,C1,2,0,0,0,1,0,1,2,1,0,0,
dsgdb9nsd_001947,C4H5NO2,7,C1,2,0,0,1,0,0,1,1,2,0,0,
dsgdb9nsd_001948,C7H10,7,CS,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_001949,C6H9N,7,CS,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_001950,C5H8N2,7,C1,0,0,0,1,1,0,1,2,1,1,0,
dsgdb9nsd_001951,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_001952,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_001953,C5H8N2,7,CS,0,0,0,2,0,0,1,1,2,1,0,
dsgdb9nsd_001954,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_001955,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_001956,C6H10O,7,C1,1,0,0,0,0,0,0,3,2,1,0,
dsgdb9nsd_001957,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_001958,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_001959,C5H8O2,7,C1,1,1,0,0,0,0,0,3,2,0,0,
dsgdb9nsd_001960,C4H7NO2,7,C1,1,1,0,1,0,0,0,2,2,0,0,
dsgdb9nsd_001961,C5H9NO,7,C1,0,0,1,1,0,0,1,1,1,2,0,
dsgdb9nsd_001962,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_001963,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_001964,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_001965,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001966,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_001967,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001968,C4H7NO2,7,C1,0,1,1,0,1,0,1,1,2,0,0,
dsgdb9nsd_001969,C5H8O2,7,C1,1,1,0,0,0,0,1,1,3,0,0,
dsgdb9nsd_001970,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_001971,C4H6O3,7,C1,1,1,1,0,0,0,1,1,2,0,0,
dsgdb9nsd_001981,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_001982,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_001983,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_001984,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001985,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_001986,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_001987,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_001988,C5H9NO,7,C1,1,0,0,0,0,1,1,1,3,0,0,
dsgdb9nsd_001989,C4H8N2O,7,C1,1,0,0,0,1,1,1,1,2,0,0,
dsgdb9nsd_001990,C4H7NO2,7,C1,1,0,1,0,0,1,1,1,2,0,0,
dsgdb9nsd_001991,C4H8N2O,7,C1,1,0,0,1,0,1,1,0,3,0,0,
dsgdb9nsd_001992,C4H8N2O,7,C1,1,0,0,0,1,1,1,1,2,0,0,
dsgdb9nsd_001993,C4H7NO2,7,C1,1,0,1,0,0,1,1,1,2,0,0,
dsgdb9nsd_002002,C7H8,7,C1,0,0,0,0,0,0,2,2,3,0,0,
dsgdb9nsd_002003,C6H6O,7,CS,0,0,1,0,0,0,2,2,2,0,0,
dsgdb9nsd_002004,C6H7N,7,C1,0,0,0,1,0,0,2,1,3,0,0,
dsgdb9nsd_002005,C6H7N,7,C1,0,0,0,1,0,0,2,1,3,0,0,
dsgdb9nsd_002006,C5H6N2,7,C1,0,0,0,1,1,0,2,1,2,0,0,
dsgdb9nsd_002007,C5H5NO,7,C1,0,0,1,1,0,0,2,1,2,0,0,
dsgdb9nsd_002008,C5H6N2,7,C1,0,0,0,2,0,0,2,0,3,0,0,
dsgdb9nsd_002009,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002010,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002011,C5H7NO,7,C1,1,0,0,1,0,0,1,1,3,0,0,
dsgdb9nsd_002012,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002013,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002014,C6H11N,7,C1,0,0,0,1,0,0,1,0,4,1,0,
dsgdb9nsd_002015,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002016,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002017,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002018,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002019,C5H9NO,7,C1,0,1,0,1,0,0,1,0,4,0,0,
dsgdb9nsd_002020,C5H7NO,7,CS,0,0,1,0,1,0,2,0,3,0,0,
dsgdb9nsd_002021,C6H8O,7,CS,1,0,0,0,0,0,2,0,4,0,0,
dsgdb9nsd_002022,C5H7NO,7,C1,1,0,0,0,1,0,2,0,3,0,0,
dsgdb9nsd_002023,C5H6O2,7,CS,1,0,1,0,0,0,2,0,3,0,0,
dsgdb9nsd_002024,C5H7NO,7,C1,1,0,0,0,1,0,2,0,3,0,0,
dsgdb9nsd_002025,C5H6O2,7,CS,1,0,1,0,0,0,2,0,3,0,0,
dsgdb9nsd_002026,C7H12,7,CS,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002027,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002028,C6H10O,7,CS,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002029,C5H10N2,7,C1,0,0,0,1,1,0,1,0,3,1,0,
dsgdb9nsd_002031,C6H10O,7,CS,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002032,C5H9NO,7,C1,0,1,0,0,1,0,1,1,3,0,0,
dsgdb9nsd_002033,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002034,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002035,C6H11N,7,C1,0,0,0,0,1,0,1,2,1,2,0,
dsgdb9nsd_002036,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002037,C6H11N,7,C1,0,0,0,1,0,0,1,1,2,2,0,
dsgdb9nsd_002038,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002039,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002040,C5H9NO,7,C1,0,1,0,0,1,0,1,2,1,1,0,
dsgdb9nsd_002041,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002042,C5H9NO,7,C1,0,1,0,1,0,0,1,1,2,1,0,
dsgdb9nsd_002043,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002044,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002045,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002046,C5H8O2,7,CS,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002047,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002048,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002050,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002051,C5H7NO,7,C1,0,0,1,0,1,0,1,2,2,0,0,
dsgdb9nsd_002052,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002053,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002054,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002055,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002056,C4H5NO2,7,C1,1,0,1,1,0,0,1,1,2,0,0,
dsgdb9nsd_002057,C4H5NO2,7,C1,1,0,1,1,0,0,1,1,2,0,0,
dsgdb9nsd_002058,C4H5NO2,7,C1,1,0,1,0,1,0,1,2,1,0,0,
dsgdb9nsd_002059,C4H6N2O,7,C1,1,0,0,0,2,0,1,2,1,0,0,
dsgdb9nsd_002060,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002061,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002062,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002063,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002064,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002065,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002066,C5H9NO,7,C1,0,0,1,0,1,0,1,0,4,0,0,
dsgdb9nsd_002067,C4H7NO2,7,C1,0,0,2,0,1,0,1,0,3,0,0,
dsgdb9nsd_002068,C4H8N2O,7,C1,0,0,1,0,2,0,1,0,3,0,0,
dsgdb9nsd_002069,C4H7NO2,7,C1,0,0,2,0,1,0,1,0,3,0,0,
dsgdb9nsd_002070,C4H7NO2,7,C1,0,0,2,0,1,0,1,0,3,0,0,
dsgdb9nsd_002071,C6H10O,7,CS,1,0,0,0,0,0,1,0,5,0,0,
dsgdb9nsd_002072,C5H9NO,7,C1,1,0,0,0,1,0,1,0,4,0,0,
dsgdb9nsd_002073,C5H8O2,7,C1,1,0,1,0,0,0,1,0,4,0,0,
dsgdb9nsd_002074,C5H9NO,7,C1,1,0,0,0,1,0,1,0,4,0,0,
dsgdb9nsd_002075,C5H8O2,7,C1,1,0,1,0,0,0,1,0,4,0,0,
dsgdb9nsd_002076,C5H8O2,7,CS,1,0,1,0,0,0,1,0,4,0,0,
dsgdb9nsd_002077,C4H6O3,7,C1,1,0,2,0,0,0,1,0,3,0,0,
dsgdb9nsd_002078,C4H8N2O,7,C1,1,0,0,0,2,0,1,0,3,0,0,
dsgdb9nsd_002079,C4H7NO2,7,C1,1,0,1,0,1,0,1,0,3,0,0,
dsgdb9nsd_002080,C4H7NO2,7,C1,1,0,1,0,1,0,1,0,3,0,0,
dsgdb9nsd_002081,C4H6O3,7,C1,1,0,2,0,0,0,1,0,3,0,0,
dsgdb9nsd_002082,C4H6O3,7,C1,1,0,2,0,0,0,1,0,3,0,0,
dsgdb9nsd_002083,C4H8N2O,7,CS,1,0,0,0,2,0,1,0,3,0,0,
dsgdb9nsd_002084,C4H7NO2,7,C1,1,0,1,0,1,0,1,0,3,0,0,
dsgdb9nsd_002086,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002087,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002088,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002089,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002090,C6H10O,7,C1,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002092,C5H9NO,7,C1,0,0,1,1,0,0,0,2,2,1,0,
dsgdb9nsd_002093,C5H9NO,7,C1,0,0,1,1,0,0,0,2,2,1,0,
dsgdb9nsd_002094,C6H10O,7,C1,0,1,0,0,0,0,0,3,3,0,0,
dsgdb9nsd_002095,C4H7NO2,7,C1,0,1,1,1,0,0,0,2,2,0,0,
dsgdb9nsd_002096,C7H12,7,C1,0,0,0,0,0,0,0,3,3,1,0,
dsgdb9nsd_002097,C5H9NO,7,C1,0,0,1,1,0,0,0,2,2,1,0,
dsgdb9nsd_002098,C6H10O,7,C1,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002099,C6H10O,7,C1,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002100,C6H10O,7,C1,0,1,0,0,0,0,0,3,3,0,0,
dsgdb9nsd_002101,C5H8O2,7,C1,0,1,1,0,0,0,0,3,2,0,0,
dsgdb9nsd_002114,C4H4N2O,7,C1,1,0,0,0,2,0,2,2,0,0,0,
dsgdb9nsd_002115,C5H4O2,7,C1,2,0,0,0,0,0,2,2,1,0,0,
dsgdb9nsd_002116,C4H3NO2,7,C1,2,0,0,0,1,0,2,2,0,0,0,
dsgdb9nsd_002117,C4H6N2O,7,C1,1,0,0,0,2,0,2,0,2,0,0,
dsgdb9nsd_002118,C4H5NO2,7,C1,1,0,1,0,1,0,2,0,2,0,0,
dsgdb9nsd_002119,C3H4N2O2,7,CS,0,0,2,0,2,0,2,0,1,0,0,
dsgdb9nsd_002120,C3H3NO3,7,C1,1,0,2,0,1,0,2,0,1,0,0,
dsgdb9nsd_002121,C5H6O2,7,CS,2,0,0,0,0,0,2,0,3,0,0,
dsgdb9nsd_002122,C4H5NO2,7,C1,2,0,0,0,1,0,2,0,2,0,0,
dsgdb9nsd_002123,C4H4O3,7,C1,2,0,1,0,0,0,2,0,2,0,0,
dsgdb9nsd_002124,C4H5NO2,7,CS,2,0,0,0,1,0,2,0,2,0,0,
dsgdb9nsd_002125,C4H4O3,7,CS,2,0,1,0,0,0,2,0,2,0,0,
dsgdb9nsd_002126,C3H2O4,7,CS,2,0,2,0,0,0,2,0,1,0,0,
dsgdb9nsd_002127,C7H12,7,CS,0,0,0,0,0,0,2,0,3,2,0,
dsgdb9nsd_002128,C6H10O,7,C1,0,0,1,0,0,0,2,0,2,2,0,
dsgdb9nsd_002129,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_002130,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_002131,C5H7NO,7,C1,0,0,1,0,1,0,2,1,1,1,0,
dsgdb9nsd_002132,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_002133,C4H6N2O,7,C1,1,0,0,1,0,1,2,0,2,0,0,
dsgdb9nsd_002134,C6H8O,7,C1,1,0,0,0,0,0,1,3,1,1,0,
dsgdb9nsd_002135,C5H7NO,7,C1,1,0,0,0,1,0,1,3,0,1,0,
dsgdb9nsd_002136,C4H7N3,7,C1,0,0,0,1,2,0,1,2,0,1,0,
dsgdb9nsd_002137,C4H6N2O,7,C1,1,0,0,1,1,0,1,2,0,1,0,
dsgdb9nsd_002138,C4H5NO2,7,C1,1,0,1,1,0,0,1,2,0,1,0,
dsgdb9nsd_002139,C5H7NO,7,C1,1,0,0,1,0,0,1,2,1,1,0,
dsgdb9nsd_002140,C4H7N3,7,C1,0,0,0,2,1,0,1,1,1,1,0,
dsgdb9nsd_002141,C4H6N2O,7,C1,1,0,0,2,0,0,1,1,1,1,0,
dsgdb9nsd_002142,C5H6O2,7,C1,1,1,0,0,0,0,1,3,1,0,0,
dsgdb9nsd_002143,C4H5NO2,7,C1,1,1,0,0,1,0,1,3,0,0,0,
dsgdb9nsd_002144,C6H8O,7,C1,1,0,0,0,0,0,1,3,1,1,0,
dsgdb9nsd_002145,C5H7NO,7,C1,1,0,0,1,0,0,1,2,1,1,0,
dsgdb9nsd_002147,C6H10O,7,C1,0,1,0,0,0,0,0,4,1,1,0,
dsgdb9nsd_002148,C7H12,7,C1,0,0,0,0,0,0,0,4,1,2,0,
dsgdb9nsd_002149,C6H10O,7,C1,0,1,0,0,0,0,0,4,1,1,0,
dsgdb9nsd_002150,C5H9NO,7,C1,0,0,1,1,0,0,0,3,0,2,0,
dsgdb9nsd_002151,C5H8O2,7,C1,0,2,0,0,0,0,0,4,1,0,0,
